Number	Name (English)	IPA (English)	Evolves from (English)	Name (Japanese)	Evolves from (Japanese)	Name (French)	Evolves from (French)	Name (Spanish)	Evolves from (Spanish)	Name (German)	Evolves from (German)	Name (Italian)	Evolves from (Italian)	Name (Korean)	Evolves from (Korean)	Name (Mandarin)	Evolves from (Mandarin)	Evolves into (English)	Total evolutionary stages	Evolutionary stage code	Baby	Legendary	Types	Weight (lb)	Weight (kg)	Height (in)	Height (m)	Percentage male	Percentage female	HP	Attack	Defense	Special Attack	Special Defense	Speed	Total Power	Bulbapedia URL
0833	Chewtle	ˈtʃuːɾəl	n/a	kamukame	n/a	Khélocrok	n/a	Chewtle	n/a	Kamehaps	n/a	Chewtle	n/a	Kkaemulbugi	n/a	Yǎoyǎoguī	n/a	{'Drednaw'}	2	2a	False	False	[('Water',)]	18.7	8.5	12	0.3	50.0	50.0	50	64	50	38	38	44	284	"/wiki/Chewtle_(Pok%C3%A9mon)"
0834	Drednaw	ˈdɹɛdnɑː	Chewtle	kajirigame	kamukame	Torgamord	Khélocrok	Drednaw	Chewtle	Kamalm	Kamehaps	Drednaw	Chewtle	Galgabugi	Kkaemulbugi	Bàoshìguī	Yǎoyǎoguī	n/a	2	2b	False	False	[('Water', 'Rock')]	254.6	115.5	39	1.0	50.0	50.0	90	115	90	48	68	74	485	"/wiki/Drednaw_(Pok%C3%A9mon)"
0835	Yamper	ˈjæmpɚ	n/a	wanpachi	n/a	Voltoutou	n/a	Yamper	n/a	Voldi	n/a	Yamper	n/a	Meongpachi	n/a	Láidiànwāng	n/a	{'Boltund'}	2	2a	False	False	[('Electric',)]	29.8	13.5	12	0.3	50.0	50.0	59	45	50	40	50	26	270	"/wiki/Yamper_(Pok%C3%A9mon)"
0836	Boltund	ˈbɔːltənd	Yamper	parusuwan	wanpachi	Fulgudog	Voltoutou	Boltund	Yamper	Bellektro	Voldi	Boltund	Yamper	Pulsemeong	Meongpachi	Zhúdiànquǎn	Láidiànwāng	n/a	2	2b	False	False	[('Electric',)]	75.0	34.0	39	1.0	50.0	50.0	69	90	60	90	60	121	490	"/wiki/Boltund_(Pok%C3%A9mon)"
0837	Rolycoly	ˌɹɔːliːˈkɔːliː	n/a	tandon	n/a	Charbi	n/a	Rolycoly	n/a	Klonkett	n/a	Rolycoly	n/a	Tandong	n/a	Xiǎotànzǐ	n/a	{'Carkol'}	3	3a	False	False	[('Rock',)]	26.5	12.0	12	0.3	50.0	50.0	30	40	50	40	50	30	240	"/wiki/Rolycoly_(Pok%C3%A9mon)"
0838	Carkol	ˈkɑɹkɔːl	Rolycoly	toroggon	tandon	Wagomine	Charbi	Carkol	Rolycoly	Wagong	Klonkett	Carkol	Rolycoly	Tanchagon	Tandong	Dàtànchē	Xiǎotànzǐ	{'Coalossal'}	3	3b	False	False	[('Rock', 'Fire')]	172.0	78.0	43	1.1	50.0	50.0	80	60	90	60	70	50	410	"/wiki/Carkol_(Pok%C3%A9mon)"
0839	Coalossal	kɔːlˈɑːsəl	Carkol	sekitanzan	toroggon	Monthracite	Wagomine	Coalossal	Carkol	Montecarbo	Wagong	Coalossal	Carkol	Seoktansan	Tanchagon	Jùtànshān	Dàtànchē	n/a	3	3c	False	False	[('Rock', 'Fire')]	684.5	310.5	110	2.8	50.0	50.0	110	80	120	80	90	30	510	"/wiki/Coalossal_(Pok%C3%A9mon)"
0840	Applin	ˈæplɪn	n/a	kajitchu	n/a	Verpom	n/a	Applin	n/a	Knapfel	n/a	Applin	n/a	Gwasasakbeollae	n/a	Kěnguǒchóng	n/a	{'Flapple', 'Appletun'}	2	2a	False	False	[('Grass', 'Dragon')]	1.1	0.5	8	0.2	50.0	50.0	40	40	80	40	40	20	260	"/wiki/Applin_(Pok%C3%A9mon)"
0841	Flapple	ˈflæpəl	Applin	appuryuu	kajitchu	Pomdrapi	Verpom	Flapple	Applin	Drapfel	Knapfel	Flapple	Applin	Appryong	Gwasasakbeollae	Píngguǒlóng	Kěnguǒchóng	n/a	2	2b	False	False	[('Grass', 'Dragon')]	2.2	1.0	12	0.3	50.0	50.0	70	110	80	95	60	70	485	"/wiki/Flapple_(Pok%C3%A9mon)"
0842	Appletun	ˈæpəltən	Applin	taruppuru	kajitchu	Dratatin	Verpom	Appletun	Applin	Schlapfel	Knapfel	Appletun	Applin	Danjirapple	Gwasasakbeollae	Fēngmìlóng	Kěnguǒchóng	n/a	2	2b	False	False	[('Grass', 'Dragon')]	28.7	13.0	16	0.4	50.0	50.0	110	85	80	100	80	30	485	"/wiki/Appletun_(Pok%C3%A9mon)"
0843	Silicobra	sɪləˈkoʊbɹə	n/a	sunahebi	n/a	Dunaja	n/a	Silicobra	n/a	Salanga	n/a	Silicobra	n/a	Moraebaem	n/a	Shābāoshé	n/a	{'Sandaconda'}	2	2a	False	False	[('Ground',)]	16.8	7.6	87	2.2	50.0	50.0	52	57	75	35	50	46	315	"/wiki/Silicobra_(Pok%C3%A9mon)"
0844	Sandaconda	sændəkɑːndə	Silicobra	sadaija	sunahebi	Dunaconda	Dunaja	Sandaconda	Silicobra	Sanaconda	Salanga	Sandaconda	Silicobra	Sadaisa	Moraebaem	Shāluómǎng	Shābāoshé	n/a	2	2b	False	False	[('Ground',)]	144.4	65.5	150	3.8	50.0	50.0	72	107	125	65	70	71	510	"/wiki/Sandaconda_(Pok%C3%A9mon)"
0845	Cramorant	ˈkɹæmɚənt	n/a	utsuu	n/a	Nigosier	n/a	Cramorant	n/a	Urgl	n/a	Cramorant	n/a	Euguji	n/a	Gǔyuèniǎo	n/a	n/a	1	1a	False	False	[('Flying', 'Water')]	39.7	18.0	31	0.8	50.0	50.0	70	85	55	85	95	85	475	"/wiki/Cramorant_(Pok%C3%A9mon)"
0846	Arrokuda	ˌɛrəˈkuːdə	n/a	sashikamasu	n/a	Embrochet	n/a	Arrokuda	n/a	Pikuda	n/a	Arrokuda	n/a	Jjirokkochi	n/a	Cìsuōyú	n/a	{'Barraskewda'}	2	2a	False	False	[('Water',)]	2.2	1.0	20	0.5	50.0	50.0	41	63	40	40	30	66	280	"/wiki/Arrokuda_(Pok%C3%A9mon)"
0847	Barraskewda	ˌbɛrəˈskjuːdə	Arrokuda	kamasujoo	sashikamasu	Hastacuda	Embrochet	Barraskewda	Arrokuda	Barrakiefa	Pikuda	Barraskewda	Arrokuda	Kkochijo	Jjirokkochi	Hùdǒujiānsuō	Cìsuōyú	n/a	2	2b	False	False	[('Water',)]	66.1	30.0	51	1.3	50.0	50.0	61	123	60	60	50	136	490	"/wiki/Barraskewda_(Pok%C3%A9mon)"
0848	Toxel	tɑːksəl	n/a	erezun	n/a	Toxizap	n/a	Toxel	n/a	Toxel	n/a	Toxel	n/a	Eleson	n/a	Dúdiànyīng	n/a	{'Toxtricity'}	2	2a	True	False	[('Electric', 'Poison')]	24.3	11.0	16	0.4	50.0	50.0	40	38	35	54	35	40	242	"/wiki/Toxel_(Pok%C3%A9mon)"
0849	Toxtricity	tɑksˈtɹɪsətiː	Toxel	sutorindaa	erezun	Salarsen	Toxizap	Toxtricity	Toxel	Riffex	Toxel	Toxtricity	Toxel	Strinder	Eleson	Zhànxiánróngyuán / Chànxiánróngyuán	Dúdiànyīng	n/a	2	2b	False	False	[('Electric', 'Poison')]	88.2	40.0	63	1.6	50.0	50.0	75	98	70	114	70	75	502	"/wiki/Toxtricity_(Pok%C3%A9mon)"
0850	Sizzlipede	ˈsɪzləpiːd	n/a	yakude	n/a	Grillepattes	n/a	Sizzlipede	n/a	Thermopod	n/a	Sizzlipede	n/a	Taeujine	n/a	Shāohuǒgōng	n/a	{'Centiskorch'}	2	2a	False	False	[('Fire', 'Bug')]	2.2	1.0	28	0.7	50.0	50.0	50	65	45	50	50	45	305	"/wiki/Sizzlipede_(Pok%C3%A9mon)"
0851	Centiskorch	ˈsɛntəskɔːɹtʃ	Sizzlipede	maruyakude	yakude	Scolocendre	Grillepattes	Centiskorch	Sizzlipede	Infernopod	Thermopod	Centiskorch	Sizzlipede	Datae-ujine	Taeujine	Fényàngōng	Shāohuǒgōng	n/a	2	2b	False	False	[('Fire', 'Bug')]	264.6	120.0	118	3.0	50.0	50.0	100	115	65	90	90	65	525	"/wiki/Centiskorch_(Pok%C3%A9mon)"
0852	Clobbopus	ˈklɑːbəpʊs	n/a	tatakko	n/a	Poulpaf	n/a	Clobbopus	n/a	Klopptopus	n/a	Clobbopus	n/a	Ttaettaemuno	n/a	Quánquánxiāo	n/a	{'Grapploct'}	2	2a	False	False	[('Fighting',)]	8.8	4.0	24	0.6	50.0	50.0	50	68	60	50	50	32	310	"/wiki/Clobbopus_(Pok%C3%A9mon)"
0853	Grapploct	ˈɡɹæplɑːkt	Clobbopus	otosupasu	tatakko	Krakos	Poulpaf	Grapploct	Clobbopus	Kaocto	Klopptopus	Grapploct	Clobbopus	Keopus	Ttaettaemuno	Bāzhuǎwǔshī	Quánquánxiāo	n/a	2	2b	False	False	[('Fighting',)]	86.0	39.0	63	1.6	50.0	50.0	80	118	90	70	80	42	480	"/wiki/Grapploct_(Pok%C3%A9mon)"
0854	Sinistea	ˈsɪnəstiː	n/a	yabacha	n/a	Théffroi	n/a	Sinistea	n/a	Fatalitee	n/a	Sinistea	n/a	Dancha	n/a	Láibēichá	n/a	{'Polteageist'}	2	2a	False	False	[('Ghost',)]	0.4	0.2	4	0.1	???	???	40	45	45	74	54	50	308	"/wiki/Sinistea_(Pok%C3%A9mon)"
0855	Polteageist	ˈpɔːltiːɡaɪst	Sinistea	pottodesu	yabacha	Polthégeist	Théffroi	Polteageist	Sinistea	Mortipot	Fatalitee	Polteageist	Sinistea	Potdeath	Dancha	Bùsīhú	Láibēichá	n/a	2	2b	False	False	[('Ghost',)]	0.9	0.4	8	0.2	???	???	60	65	65	134	114	70	508	"/wiki/Polteageist_(Pok%C3%A9mon)"
0856	Hatenna	həˈtɛnə	n/a	miburimu	n/a	Bibichut	n/a	Hatenna	n/a	Brimova	n/a	Hatenna	n/a	Momjibrim	n/a	Míbùlìmǔ	n/a	{'Hattrem'}	3	3a	False	False	[('Psychic',)]	7.5	3.4	16	0.4	0.0	100.0	42	30	45	56	53	39	265	"/wiki/Hatenna_(Pok%C3%A9mon)"
0857	Hattrem	ˈhætɹɛm	Hatenna	teburimu	miburimu	Chapotus	Bibichut	Hattrem	Hatenna	Brimano	Brimova	Hattrem	Hatenna	Sonjibrim	Momjibrim	Tíbùlìmǔ	Míbùlìmǔ	{'Hatterene'}	3	3b	False	False	[('Psychic',)]	10.6	4.8	24	0.6	0.0	100.0	57	40	65	86	73	49	370	"/wiki/Hattrem_(Pok%C3%A9mon)"
0858	Hatterene	ˈhætɚiːn	Hattrem	burimuon	teburimu	Sorcilence	Chapotus	Hatterene	Hattrem	Silembrim	Brimano	Hatterene	Hattrem	Brimueum	Sonjibrim	Bùlìmǔwēn	Tíbùlìmǔ	n/a	3	3c	False	False	[('Psychic', 'Fairy')]	11.2	5.1	83	2.1	0.0	100.0	57	90	95	136	103	29	510	"/wiki/Hatterene_(Pok%C3%A9mon)"
0859	Impidimp	ˈɪmpɪdɪmp	n/a	berobaa	n/a	Grimalin	n/a	Impidimp	n/a	Bähmon	n/a	Impidimp	n/a	Merongkkung	n/a	Dǎodànxiǎoyāo	n/a	{'Morgrem'}	3	3a	False	False	[('Dark', 'Fairy')]	12.1	5.5	16	0.4	100.0	0.0	45	45	30	55	40	50	265	"/wiki/Impidimp_(Pok%C3%A9mon)"
0860	Morgrem	ˈmɔːɹɡɹɛm	Impidimp	gimoo	berobaa	Fourbelin	Grimalin	Morgrem	Impidimp	Pelzebub	Bähmon	Morgrem	Impidimp	Ssogyeomo	Merongkkung	Zhàhǔmó	Dǎodànxiǎoyāo	{'Grimmsnarl'}	3	3b	False	False	[('Dark', 'Fairy')]	27.6	12.5	31	0.8	100.0	0.0	65	60	45	75	55	70	370	"/wiki/Morgrem_(Pok%C3%A9mon)"
0861	Grimmsnarl	ˈɡɹɪmsnɑɹl	Morgrem	ooronge	gimoo	Angoliath	Fourbelin	Grimmsnarl	Morgrem	Olangaar	Pelzebub	Grimmsnarl	Morgrem	Orongteol	Ssogyeomo	Chángmáojùmó	Zhàhǔmó	n/a	3	3c	False	False	[('Dark', 'Fairy')]	134.5	61.0	59	1.5	100.0	0.0	95	120	65	95	75	60	510	"/wiki/Grimmsnarl_(Pok%C3%A9mon)"
0862	Obstagoon	ˈɑːbstəɡuːn	Linoone	tachifusaguma	massuguma	Ixon	Linéon	Obstagoon	Linoone	Barrikadax	Geradaks	Obstagoon	Linoone	Garomakguri	Jikguli	Dǔlánxióng	Zhíchōngxióng	n/a	3	3c	False	False	[('Dark', 'Normal')]	101.4	46.0	63	1.6	50.0	50.0	93	90	101	60	81	95	520	"/wiki/Obstagoon_(Pok%C3%A9mon)"
0863	Perrserker	pɚˈsɝkɚ	Meowth	nyaikingu	nyaasu	Berserkatt	Miaouss	Perrserker	Meowth	Mauzinger	Mauzi	Perrserker	Meowth	Naiking	Naong	Miāotóumù	Miāomiāo	n/a	2	2b	False	False	[('Steel',)]	61.7	28.0	31	0.8	50.0	50.0	70	110	100	50	60	50	440	"/wiki/Perrserker_(Pok%C3%A9mon)"
0864	Cursola	ˈkɝsələ	Corsola	sanigoon	saniigo	Corayôme	Corayon	Cursola	Corsola	Gorgasonn	Corasonn	Cursola	Corsola	Sanhoreugon	Kosanho	Mólíngshānhú	Tàiyángshānhú	n/a	2	2b	False	False	[('Ghost',)]	0.9	0.4	39	1.0	25.0	75.0	60	95	50	145	130	30	510	"/wiki/Cursola_(Pok%C3%A9mon)"
0865	Sirfetch'd	sɝˈfɛtʃt	Farfetch'd	negiganaito	kamonegi	Palarticho	Canarticho	Sirfetch'd	Farfetch'd	Lauchzelot	Porenta	Sirfetch'd	Farfetch'd	Changpaknight	Paori	Cōngyóubīng	Dàcōngyā	n/a	2	2b	False	False	[('Fighting',)]	257.9	117.0	31	0.8	50.0	50.0	62	135	95	68	82	65	507	"/wiki/Sirfetch%27d_(Pok%C3%A9mon)"
0866	Mr. Rime	ˌmɪstɚˈɹaɪm	Mr. Mime	barikooru	bariyaado	M. Glaquette	M. Mime	Mr. Rime	Mr. Mime	Pantifrost	Pantimos	Mr. Rime	Mr. Mime	Mimekkongkkong	Maimman	Tàbīngrén'ǒu	Móqiángrénǒu	n/a	3	3c	False	False	[('Ice', 'Psychic')]	128.3	58.2	59	1.5	50.0	50.0	80	85	75	110	100	70	520	"/wiki/Mr._Rime_(Pok%C3%A9mon)"
0867	Runerigus	ɹuːnɛˈɹiːɡəs	Yamask	desubaan	desumasu	Tutétékri	Tutafeh	Runerigus	Yamask	Oghnatoll	Makabaja	Runerigus	Yamask	Despan	Desumasu	Sǐshénbǎn	Kūkūmiànjù	n/a	2	2b	False	False	[('Ground', 'Ghost')]	146.8	66.6	63	1.6	50.0	50.0	58	95	145	50	105	30	483	"/wiki/Runerigus_(Pok%C3%A9mon)"
0868	Milcery	ˈmɪlsɚiː	n/a	mahomiru	n/a	Crèmy	n/a	Milcery	n/a	Hokumil	n/a	Milcery	n/a	Mabilk	n/a	Xiǎoxiānnǎi	n/a	{'Alcremie'}	2	2a	False	False	[('Fairy',)]	0.7	0.3	8	0.2	0.0	100.0	45	40	40	50	61	34	270	"/wiki/Milcery_(Pok%C3%A9mon)"
0869	Alcremie	ˈælkɹəmiː	Milcery	mahoippu	mahomiru	Charmilly	Crèmy	Alcremie	Milcery	Pokusan	Hokumil	Alcremie	Milcery	Mawhiping	Mabilk	Shuāngnǎixiān	Xiǎoxiānnǎi	n/a	2	2b	False	False	[('Fairy',)]	1.1	0.5	12	0.3	0.0	100.0	65	60	75	110	121	64	495	"/wiki/Alcremie_(Pok%C3%A9mon)"
0870	Falinks	ˈfeɪlɪŋks	n/a	taireetsu	n/a	Hexadron	n/a	Falinks	n/a	Legios	n/a	Falinks	n/a	Daeyeoreu	n/a	Lièzhènbīng	n/a	n/a	1	1a	False	False	[('Fighting',)]	136.7	62.0	118	3.0	???	???	65	100	100	70	60	75	470	"/wiki/Falinks_(Pok%C3%A9mon)"
0871	Pincurchin	pɪnˈkɚtʃən	n/a	bachin'uni	n/a	Wattapik	n/a	Pincurchin	n/a	Britzigel	n/a	Pincurchin	n/a	Jjireuseongge	n/a	Pācāhǎidǎn	n/a	n/a	1	1a	False	False	[('Electric',)]	2.2	1.0	12	0.3	50.0	50.0	48	101	95	91	85	15	435	"/wiki/Pincurchin_(Pok%C3%A9mon)"
0872	Snom	ˈsnɑːm	n/a	yukihami	n/a	Frissonille	n/a	Snom	n/a	Snomnom	n/a	Snom	n/a	Nunimeogi	n/a	Xuětūnchóng	n/a	{'Frosmoth'}	2	2a	False	False	[('Ice', 'Bug')]	8.4	3.8	12	0.3	50.0	50.0	30	25	35	45	30	20	185	"/wiki/Snom_(Pok%C3%A9mon)"
0873	Frosmoth	ˈfɹɑːsmɑːθ	Snom	mosunou	yukihami	Beldeneige	Frissonille	Frosmoth	Snom	Mottineva	Snomnom	Frosmoth	Snom	Mothnow	Nunimeogi	Xuěróng'é	Xuětūnchóng	n/a	2	2b	False	False	[('Ice', 'Bug')]	92.6	42.0	51	1.3	50.0	50.0	70	65	60	125	90	65	475	"/wiki/Frosmoth_(Pok%C3%A9mon)"
0874	Stonjourner	ˈstoʊndʒɚnɚ	n/a	ishihenjin	n/a	Dolman	n/a	Stonjourner	n/a	Humanolith	n/a	Stonjourner	n/a	Dolhenjin	n/a	Jùshídīng	n/a	n/a	1	1a	False	False	[('Rock',)]	1146.4	520.0	98	2.5	50.0	50.0	100	125	135	20	20	70	470	"/wiki/Stonjourner_(Pok%C3%A9mon)"
0875	Eiscue	ˈaɪskju	n/a	koorippo	n/a	Bekaglaçon	n/a	Eiscue	n/a	Kubuin	n/a	Eiscue	n/a	Bingcubo	n/a	Bīngqì'é	n/a	n/a	1	1a	False	False	[('Ice',)]	196.2	89.0	55	1.4	50.0	50.0	75	80	110	65	90	50	470	"/wiki/Eiscue_(Pok%C3%A9mon)"
0876	Indeedee	ɪnˈdiːdiː	n/a	iessan	n/a	Wimessir	n/a	Indeedee	n/a	Servol	n/a	Indeedee	n/a	Yessir	n/a	Àiguǎnshì	n/a	n/a	1	1a	False	False	[('Psychic', 'Normal')]	61.7	28.0	35	0.9	50.0	50.0	60	65	55	105	95	95	475	"/wiki/Indeedee_(Pok%C3%A9mon)"
0877	Morpeko	mɔːɹˈpɛkoʊ	n/a	morupeko	n/a	Morpeko	n/a	Morpeko	n/a	Morpeko	n/a	Morpeko	n/a	Morpeko	n/a	Mòlǔbèikě	n/a	n/a	1	1a	False	False	[('Electric', 'Dark')]	6.6	3.0	12	0.3	50.0	50.0	58	95	58	70	58	97	436	"/wiki/Morpeko_(Pok%C3%A9mon)"
0878	Cufant	ˈkjuːfənt	n/a	zoudou	n/a	Charibari	n/a	Cufant	n/a	Kupfanti	n/a	Cufant	n/a	Kkiridong	n/a	Tóngxiàng	n/a	{'Copperajah'}	2	2a	False	False	[('Steel',)]	220.5	100.0	47	1.2	50.0	50.0	72	80	49	40	49	40	330	"/wiki/Cufant_(Pok%C3%A9mon)"
0879	Copperajah	ˌkɑːpɚɑːʒə	Cufant	daioudou	zoudou	Pachyradjah	Charibari	Copperajah	Cufant	Patinaraja	Kupfanti	Copperajah	Cufant	Daewangkkiridong	Kkiridong	Dàwángtóngxiàng	Tóngxiàng	n/a	2	2b	False	False	[('Steel',)]	1433.0	650.0	118	3.0	50.0	50.0	122	130	69	80	69	30	500	"/wiki/Copperajah_(Pok%C3%A9mon)"
0880	Dracozolt	ˈdɹækəzɔːlt	n/a	patchiragon	n/a	Galvagon	n/a	Dracozolt	n/a	Lectragon	n/a	Dracozolt	n/a	Pachiragon	n/a	Léiniǎolóng	n/a	n/a	1	1a	False	False	[('Electric', 'Dragon')]	418.9	190.0	71	1.8	???	???	90	100	90	80	70	75	505	"/wiki/Dracozolt_(Pok%C3%A9mon)"
0881	Arctozolt	ˈɑɹktəzɔːlt	n/a	patchirudon	n/a	Galvagla	n/a	Arctozolt	n/a	Lecryodon	n/a	Arctozolt	n/a	Pachilldon	n/a	Léiniǎohǎishòu	n/a	n/a	1	1a	False	False	[('Electric', 'Ice')]	330.7	150.0	91	2.3	???	???	90	100	90	90	80	55	505	"/wiki/Arctozolt_(Pok%C3%A9mon)"
0882	Dracovish	ˈdɹækəvɪʃ	n/a	uonoragon	n/a	Hydragon	n/a	Dracovish	n/a	Pescragon	n/a	Dracovish	n/a	Eoragon	n/a	Sāiyúlóng	n/a	n/a	1	1a	False	False	[('Water', 'Dragon')]	474.0	215.0	91	2.3	???	???	90	90	100	70	80	75	505	"/wiki/Dracovish_(Pok%C3%A9mon)"
0883	Arctovish	ˈɑɹktəvɪʃ	n/a	uochirudon	n/a	Hydragla	n/a	Arctovish	n/a	Pescryodon	n/a	Arctovish	n/a	Eochilldon	n/a	Sāiyúhǎishòu	n/a	n/a	1	1a	False	False	[('Water', 'Ice')]	385.8	175.0	79	2.0	???	???	90	90	100	80	90	55	505	"/wiki/Arctovish_(Pok%C3%A9mon)"
0884	Duraludon	dɚˈælədɑn	n/a	jurarudon	n/a	Duralugon	n/a	Duraludon	n/a	Duraludon	n/a	Duraludon	n/a	Duraludon	n/a	Lǚgānglóng	n/a	n/a	1	1a	False	False	[('Steel', 'Dragon')]	88.2	40.0	71	1.8	50.0	50.0	70	95	115	120	50	85	535	"/wiki/Duraludon_(Pok%C3%A9mon)"
0885	Dreepy	ˈdɹiːpiː	n/a	dorameshiya	n/a	Fantyrm	n/a	Dreepy	n/a	Grolldra	n/a	Dreepy	n/a	Drakkon	n/a	Duōlóngméixīyǎ	n/a	{'Drakloak'}	3	3a	False	False	[('Dragon', 'Ghost')]	4.4	2.0	20	0.5	50.0	50.0	28	60	30	40	30	82	270	"/wiki/Dreepy_(Pok%C3%A9mon)"
0886	Drakloak	ˈdɹækloʊk	Dreepy	doronchi	dorameshiya	Dispareptil	Fantyrm	Drakloak	Dreepy	Phandra	Grolldra	Drakloak	Dreepy	Dralaunch	Drakkon	Duōlóngqí	Duōlóngméixīyǎ	{'Dragapult'}	3	3b	False	False	[('Dragon', 'Ghost')]	24.3	11.0	55	1.4	50.0	50.0	68	80	50	60	50	102	410	"/wiki/Drakloak_(Pok%C3%A9mon)"
0887	Dragapult	ˈdɹæɡəpʊlt	Drakloak	doraparuto	doronchi	Lanssorien	Dispareptil	Dragapult	Drakloak	Katapuldra	Phandra	Dragapult	Drakloak	Drapult	Dralaunch	Duōlóngbālǔtuō	Duōlóngqí	n/a	3	3c	False	False	[('Dragon', 'Ghost')]	110.2	50.0	118	3.0	50.0	50.0	88	120	75	100	75	142	600	"/wiki/Dragapult_(Pok%C3%A9mon)"
0888	Zacian	ˈzɑːʃiːən	n/a	zashian	n/a	Zacian	n/a	Zacian	n/a	Zacian	n/a	Zacian	n/a	Zacian	n/a	Cāngxiǎng	n/a	n/a	1	1a	False	True	[('Fairy', 'Steel'), ('Fairy',)]	242.5	110.0	110	2.8	???	???	92	130	115	80	115	138	670	"/wiki/Zacian_(Pok%C3%A9mon)"
0889	Zamazenta	ˌzɑːməˈzɛntə	n/a	zamazenta	n/a	Zamazenta	n/a	Zamazenta	n/a	Zamazenta	n/a	Zamazenta	n/a	Zamazenta	n/a	Zàngmǎrántè	n/a	n/a	1	1a	False	True	[('Fighting', 'Steel'), ('Fighting',)]	463.0	210.0	114	2.9	???	???	92	130	115	80	115	138	670	"/wiki/Zamazenta_(Pok%C3%A9mon)"
0890	Eternatus	ɪˈtɝnətəs	n/a	mugendaina	n/a	Éthernatos	n/a	Eternatus	n/a	Endynalos	n/a	Eternatus	n/a	Muhandaino	n/a	Wújítàinà	n/a	n/a	1	1a	False	True	[('Poison', 'Dragon')]	2094.4	950.0	787	20.0	???	???	140	85	95	145	95	130	690	"/wiki/Eternatus_(Pok%C3%A9mon)"
0891	Kubfu	kʌbˈfuː	n/a	dakuma	n/a	Wushours	n/a	Kubfu	n/a	Dakuma	n/a	Kubfu	n/a	Chigoma	n/a	Xióngtúdì	n/a	{'Urshifu'}	2	2a	False	True	[('Fighting',)]	26.5	12.0	24	0.6	87.5	12.5	60	90	60	53	50	72	385	"/wiki/Kubfu_(Pok%C3%A9mon)"
0892	Urshifu	ˈɝʃiːfuː	Kubfu	uuraosu	dakuma	Shifours	Wushours	Urshifu	Kubfu	Wulaosu	Dakuma	Urshifu	Kubfu	Wuraos	Chigoma	Wǔdàoxióngshī	Xióngtúdì	n/a	2	2b	False	True	[('Fighting', 'Dark'), ('Fighting', 'Water')]	231.5	105.0	75	1.9	87.5	12.5	100	130	100	63	60	97	550	"/wiki/Urshifu_(Pok%C3%A9mon)"
0893	Zarude	zɑːˈɹuːd	n/a	zaruudo	n/a	Zarude	n/a	Zarude	n/a	Zarude	n/a	Zarude	n/a	Zarude	n/a	Sàlùdé	n/a	n/a	1	1a	False	False	[('Dark', 'Grass')]	154.3	70.0	71	1.8	???	???	105	120	105	70	95	105	600	"/wiki/Zarude_(Pok%C3%A9mon)"
0894	Regieleki	ˌɹɛdʒiːəˈlɛkiː	n/a	rejiereki	n/a	Regieleki	n/a	Regieleki	n/a	Regieleki	n/a	Regieleki	n/a	Regieleki	n/a	Léijí'àilèqí	n/a	n/a	1	1a	False	True	[('Electric',)]	319.7	145.0	47	1.2	???	???	80	100	50	100	50	200	580	"/wiki/Regieleki_(Pok%C3%A9mon)"
0895	Regidrago	ˌɹɛdʒiːˈdɹɛɪɡoʊ	n/a	rejidorago	n/a	Regidrago	n/a	Regidrago	n/a	Regidrago	n/a	Regidrago	n/a	Regidrago	n/a	Léijíduólāgē	n/a	n/a	1	1a	False	True	[('Dragon',)]	440.9	200.0	83	2.1	???	???	200	100	50	100	50	80	580	"/wiki/Regidrago_(Pok%C3%A9mon)"
0896	Glastrier	ˈɡlæstɹiːɚ	n/a	burizaposu	n/a	Blizzeval	n/a	Glastrier	n/a	Polaross	n/a	Glastrier	n/a	Beullijaposeu	n/a	Xuěbàomǎ	n/a	n/a	1	1a	False	True	[('Ice',)]	1763.7	800.0	87	2.2	???	???	100	145	130	65	110	30	580	"/wiki/Glastrier_(Pok%C3%A9mon)"
0897	Spectrier	ˈspɛktɹiːɚ	n/a	reisuposu	n/a	Spectreval	n/a	Spectrier	n/a	Phantoross	n/a	Spectrier	n/a	Reiseuposeu	n/a	Língyōumǎ	n/a	n/a	1	1a	False	True	[('Ghost',)]	98.1	44.5	79	2.0	???	???	100	65	60	145	80	130	580	"/wiki/Spectrier_(Pok%C3%A9mon)"
0898	Calyrex	ˈkæləɹɛks	n/a	badorekkusu	n/a	Sylveroy	n/a	Calyrex	n/a	Coronospa	n/a	Calyrex	n/a	Budrex	n/a	Lěiguànwáng	n/a	n/a	1	1a	False	True	[('Psychic', 'Grass'), ('Psychic', 'Ice'), ('Psychic', 'Ghost')]	17.0	7.7	43	1.1	???	???	100	80	80	80	80	80	500	"/wiki/Calyrex_(Pok%C3%A9mon)"
0899	Wyrdeer	ˈwɪɹdɪɹ	Stantler	ayashishi	odoshishi	Cerbyllin	Cerfrousse	Wyrdeer	Stantler	Damythir	Damhirplex	Wyrdeer	Stantler	Sinbirok	Noraki	Guǐjiǎolù	Jīngjiǎolù	n/a	2	2b	False	False	[('Normal', 'Psychic')]	209.7	95.1	71	1.8	50.0	50.0	103	105	72	105	75	65	525	"/wiki/Wyrdeer_(Pok%C3%A9mon)"
